Number of Vehicles,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2,Motorway,Wet / Damp,Darkness: street lighting unknown,Raining with high winds,Driver/Rider,Slight,Female,38,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,30,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Male,14,Car
3,Motorway,Frost / Ice,Darkness: street lights present and lit,Other,Driver/Rider,Slight,Female,33,Car
2,Motorway,Frost / Ice,Darkness: street lights present and lit,Other,Passenger,Slight,Female,80,Car
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,27,Motorcycle over 50cc and up to 125cc
2,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Male,39,Car
2,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,15,Car
2,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,12,Car
2,B,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,70,Car
2,B,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,30,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,9,Car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,44,Car
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,19,Car
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,35,M/cycle 50cc and under
1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,42,Car
3,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,51,Car
3,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,46,Car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,38,Car
1,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,21,Car
1,Motorway,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,24,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,36,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,71,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,Car
1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,14,Motorcycle over 50cc and up to 125cc
1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Motorcycle over 50cc and up to 125cc
3,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,11,Car
3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,30,Car
2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car
3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,28,Car
1,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Car
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,55,Taxi/Private hire car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,56,Car
2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,27,Pedal cycle
2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Male,47,Pedal cycle
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,24,Car
3,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
3,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,54,Goods vehicle 3.5 tonnes mgw and under
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,24,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Car
2,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,36,Pedal cycle
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,37,Bus or coach (17 or more passenger seats)
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,20,Bus or coach (17 or more passenger seats)
1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,32,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,27,Car
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,61,Car
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,31,Car
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car
3,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,27,Motorcycle over 500cc
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Pedal cycle
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,61,Pedal cycle
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Taxi/Private hire car
3,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,20,Car
3,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Car
3,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Bus or coach (17 or more passenger seats)
3,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats)
3,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Bus or coach (17 or more passenger seats)
3,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Bus or coach (17 or more passenger seats)
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,48,Bus or coach (17 or more passenger seats)
1,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Bus or coach (17 or more passenger seats)
3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,21,Pedal cycle
2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,23,Motorcycle over 500cc
3,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
3,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,45,Car
3,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,56,Car
2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,20,Car
3,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Car
3,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,37,Taxi/Private hire car
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,25,Pedal cycle
1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,61,Taxi/Private hire car
1,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,29,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,19,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,69,Car
2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,52,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,63,Car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,22,Car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,20,Car
1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,22,Taxi/Private hire car
2,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Car
1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Serious,Male,26,Motorcycle over 50cc and up to 125cc
5,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Car
4,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,49,Car
4,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,25,Car
4,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,3,Car
4,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,30,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Car
1,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Female,23,Car
2,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,30,Car
1,Unclassified,Dry,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,15,Taxi/Private hire car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Female,25,Taxi/Private hire car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,50,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,35,Goods vehicle 3.5 tonnes mgw and under
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,32,Car
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,35,Car
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,34,Car
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,60,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,10,Car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,33,Motorcycle over 500cc
2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Serious,Male,43,Motorcycle over 50cc and up to 125cc
1,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Motorcycle over 500cc
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,15,Pedal cycle
1,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,66,Car
1,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,19,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,1,Bus or coach (17 or more passenger seats)
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,22,Car
2,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,31,Car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,42,Taxi/Private hire car
2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Taxi/Private hire car
2,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,17,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,25,Car
3,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Serious,Male,26,Car
3,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,81,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,38,Car
2,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Goods vehicle 3.5 tonnes mgw and under
2,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,43,Car
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,Bus or coach (17 or more passenger seats)
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,25,Bus or coach (17 or more passenger seats)
2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Bus or coach (17 or more passenger seats)
